"time_steps","peach-sweep-10 - _step","peach-sweep-10 - _step__MIN","peach-sweep-10 - _step__MAX","peach-sweep-10 - r_mean","peach-sweep-10 - r_mean__MIN","peach-sweep-10 - r_mean__MAX","exalted-sweep-9 - _step","exalted-sweep-9 - _step__MIN","exalted-sweep-9 - _step__MAX","exalted-sweep-9 - r_mean","exalted-sweep-9 - r_mean__MIN","exalted-sweep-9 - r_mean__MAX","balmy-sweep-8 - _step","balmy-sweep-8 - _step__MIN","balmy-sweep-8 - _step__MAX","balmy-sweep-8 - r_mean","balmy-sweep-8 - r_mean__MIN","balmy-sweep-8 - r_mean__MAX","still-sweep-7 - _step","still-sweep-7 - _step__MIN","still-sweep-7 - _step__MAX","still-sweep-7 - r_mean","still-sweep-7 - r_mean__MIN","still-sweep-7 - r_mean__MAX","graceful-sweep-6 - _step","graceful-sweep-6 - _step__MIN","graceful-sweep-6 - _step__MAX","graceful-sweep-6 - r_mean","graceful-sweep-6 - r_mean__MIN","graceful-sweep-6 - r_mean__MAX","lively-sweep-5 - _step","lively-sweep-5 - _step__MIN","lively-sweep-5 - _step__MAX","lively-sweep-5 - r_mean","lively-sweep-5 - r_mean__MIN","lively-sweep-5 - r_mean__MAX","astral-sweep-4 - _step","astral-sweep-4 - _step__MIN","astral-sweep-4 - _step__MAX","astral-sweep-4 - r_mean","astral-sweep-4 - r_mean__MIN","astral-sweep-4 - r_mean__MAX","light-sweep-3 - _step","light-sweep-3 - _step__MIN","light-sweep-3 - _step__MAX","light-sweep-3 - r_mean","light-sweep-3 - r_mean__MIN","light-sweep-3 - r_mean__MAX","eternal-sweep-2 - _step","eternal-sweep-2 - _step__MIN","eternal-sweep-2 - _step__MAX","eternal-sweep-2 - r_mean","eternal-sweep-2 - r_mean__MIN","eternal-sweep-2 - r_mean__MAX","hardy-sweep-1 - _step","hardy-sweep-1 - _step__MIN","hardy-sweep-1 - _step__MAX","hardy-sweep-1 - r_mean","hardy-sweep-1 - r_mean__MIN","hardy-sweep-1 - r_mean__MAX"
"255500","12775","12775","12775","49.016837253203796","49.016837253203796","49.016837253203796","12775","12775","12775","50.332300408248685","50.332300408248685","50.332300408248685","12775","12775","12775","47.10504897498081","47.10504897498081","47.10504897498081","12775","12775","12775","48.56261421349951","48.56261421349951","48.56261421349951","12775","12775","12775","51.03825847333525","51.03825847333525","51.03825847333525","12775","12775","12775","54.43588416205196","54.43588416205196","54.43588416205196","12775","12775","12775","51.69956398856038","51.69956398856038","51.69956398856038","12775","12775","12775","46.04520954362779","46.04520954362779","46.04520954362779","12775","12775","12775","50.762468405444515","50.762468405444515","50.762468405444515","12775","12775","12775","52.5239548458437","52.5239548458437","52.5239548458437"
"256000","12800","12800","12800","44.83919533256511","44.83919533256511","44.83919533256511","12800","12800","12800","50.45429324698127","50.45429324698127","50.45429324698127","12800","12800","12800","42.588210459591295","42.588210459591295","42.588210459591295","12800","12800","12800","45.29552511717003","45.29552511717003","45.29552511717003","12800","12800","12800","49.774904682730515","49.774904682730515","49.774904682730515","12800","12800","12800","50.39362701632521","50.39362701632521","50.39362701632521","12800","12800","12800","53.312136144106574","53.312136144106574","53.312136144106574","12800","12800","12800","45.057485219309655","45.057485219309655","45.057485219309655","12800","12800","12800","54.766148129601916","54.766148129601916","54.766148129601916","12800","12800","12800","57.156007369561785","57.156007369561785","57.156007369561785"
"256500","12825","12825","12825","46.328249072850376","46.328249072850376","46.328249072850376","12825","12825","12825","50.81375177959035","50.81375177959035","50.81375177959035","12825","12825","12825","48.52975826866476","48.52975826866476","48.52975826866476","12825","12825","12825","48.17591813089316","48.17591813089316","48.17591813089316","12825","12825","12825","50.3113455248069","50.3113455248069","50.3113455248069","12825","12825","12825","45.70627878142186","45.70627878142186","45.70627878142186","12825","12825","12825","46.136053274424064","46.136053274424064","46.136053274424064","12825","12825","12825","47.408934092565936","47.408934092565936","47.408934092565936","12825","12825","12825","49.953838551138844","49.953838551138844","49.953838551138844","12825","12825","12825","51.812088549572245","51.812088549572245","51.812088549572245"
"257000","12850","12850","12850","47.737944625200434","47.737944625200434","47.737944625200434","12850","12850","12850","51.64180841358227","51.64180841358227","51.64180841358227","12850","12850","12850","51.63321993738629","51.63321993738629","51.63321993738629","12850","12850","12850","47.77633940986971","47.77633940986971","47.77633940986971","12850","12850","12850","46.13929492506489","46.13929492506489","46.13929492506489","12850","12850","12850","47.227708775384805","47.227708775384805","47.227708775384805","12850","12850","12850","43.11960752441668","43.11960752441668","43.11960752441668","12850","12850","12850","46.93125489752759","46.93125489752759","46.93125489752759","12850","12850","12850","46.18930680241559","46.18930680241559","46.18930680241559","12850","12850","12850","45.45133033221044","45.45133033221044","45.45133033221044"
"257500","12875","12875","12875","47.78686197740052","47.78686197740052","47.78686197740052","12875","12875","12875","48.705185533550285","48.705185533550285","48.705185533550285","12875","12875","12875","48.359126767942435","48.359126767942435","48.359126767942435","12875","12875","12875","48.47969439364337","48.47969439364337","48.47969439364337","12875","12875","12875","48.01685455345194","48.01685455345194","48.01685455345194","12875","12875","12875","48.924039791124066","48.924039791124066","48.924039791124066","12875","12875","12875","43.35761030714758","43.35761030714758","43.35761030714758","12875","12875","12875","44.54156517431362","44.54156517431362","44.54156517431362","12875","12875","12875","45.36531609503822","45.36531609503822","45.36531609503822","12875","12875","12875","47.12824149675453","47.12824149675453","47.12824149675453"
"258000","12900","12900","12900","49.65217997546289","49.65217997546289","49.65217997546289","12900","12900","12900","43.72805105457445","43.72805105457445","43.72805105457445","12900","12900","12900","48.1940684958559","48.1940684958559","48.1940684958559","12900","12900","12900","46.94732722436416","46.94732722436416","46.94732722436416","12900","12900","12900","48.48387598022727","48.48387598022727","48.48387598022727","12900","12900","12900","46.95002592382568","46.95002592382568","46.95002592382568","12900","12900","12900","45.47600087880457","45.47600087880457","45.47600087880457","12900","12900","12900","46.5888043601745","46.5888043601745","46.5888043601745","12900","12900","12900","48.381888431503576","48.381888431503576","48.381888431503576","12900","12900","12900","50.9455731602647","50.9455731602647","50.9455731602647"
"258500","12925","12925","12925","49.49292280403054","49.49292280403054","49.49292280403054","12925","12925","12925","47.205705305468115","47.205705305468115","47.205705305468115","12925","12925","12925","49.820661472924996","49.820661472924996","49.820661472924996","12925","12925","12925","43.24179545922431","43.24179545922431","43.24179545922431","12925","12925","12925","45.75201637430115","45.75201637430115","45.75201637430115","12925","12925","12925","46.20055658526526","46.20055658526526","46.20055658526526","12925","12925","12925","45.05225188220084","45.05225188220084","45.05225188220084","12925","12925","12925","44.55931939920337","44.55931939920337","44.55931939920337","12925","12925","12925","46.96700034064379","46.96700034064379","46.96700034064379","12925","12925","12925","53.38401335879846","53.38401335879846","53.38401335879846"
"259000","12950","12950","12950","49.98866013527068","49.98866013527068","49.98866013527068","12950","12950","12950","48.88054619955096","48.88054619955096","48.88054619955096","12950","12950","12950","45.99506976603091","45.99506976603091","45.99506976603091","12950","12950","12950","45.35922974851824","45.35922974851824","45.35922974851824","12950","12950","12950","46.97277228371659","46.97277228371659","46.97277228371659","12950","12950","12950","48.211503487916126","48.211503487916126","48.211503487916126","12950","12950","12950","45.357460846171286","45.357460846171286","45.357460846171286","12950","12950","12950","46.44326778927452","46.44326778927452","46.44326778927452","12950","12950","12950","44.036686039772505","44.036686039772505","44.036686039772505","12950","12950","12950","50.77946661583025","50.77946661583025","50.77946661583025"
"259500","12975","12975","12975","52.53125386922145","52.53125386922145","52.53125386922145","12975","12975","12975","45.59750647385743","45.59750647385743","45.59750647385743","12975","12975","12975","45.90635770305302","45.90635770305302","45.90635770305302","12975","12975","12975","46.67619735956071","46.67619735956071","46.67619735956071","12975","12975","12975","47.18051396459491","47.18051396459491","47.18051396459491","12975","12975","12975","45.04349890704078","45.04349890704078","45.04349890704078","12975","12975","12975","49.25896293454499","49.25896293454499","49.25896293454499","12975","12975","12975","48.86476661147405","48.86476661147405","48.86476661147405","12975","12975","12975","43.715763919348895","43.715763919348895","43.715763919348895","12975","12975","12975","47.77053845764551","47.77053845764551","47.77053845764551"
"260500","13025","13025","13025","55.432902627271716","55.432902627271716","55.432902627271716","13025","13025","13025","52.60268449970206","52.60268449970206","52.60268449970206","13025","13025","13025","48.82302132642367","48.82302132642367","48.82302132642367","13025","13025","13025","53.96062947587327","53.96062947587327","53.96062947587327","13025","13025","13025","48.482762902515695","48.482762902515695","48.482762902515695","13025","13025","13025","53.72818131620468","53.72818131620468","53.72818131620468","13025","13025","13025","43.17779229542211","43.17779229542211","43.17779229542211","13025","13025","13025","46.067306649717715","46.067306649717715","46.067306649717715","13025","13025","13025","49.69233557254767","49.69233557254767","49.69233557254767","13025","13025","13025","49.113376547788896","49.113376547788896","49.113376547788896"
"261000","13050","13050","13050","49.23017065687385","49.23017065687385","49.23017065687385","13050","13050","13050","50.85327034768356","50.85327034768356","50.85327034768356","13050","13050","13050","49.21869355876392","49.21869355876392","49.21869355876392","13050","13050","13050","59.04927231668631","59.04927231668631","59.04927231668631","13050","13050","13050","53.436657542389206","53.436657542389206","53.436657542389206","13050","13050","13050","55.39808147878953","55.39808147878953","55.39808147878953","13050","13050","13050","46.4156597642661","46.4156597642661","46.4156597642661","13050","13050","13050","49.45028239815629","49.45028239815629","49.45028239815629","13050","13050","13050","49.55125580618774","49.55125580618774","49.55125580618774","13050","13050","13050","49.41778741129022","49.41778741129022","49.41778741129022"
"261500","13075","13075","13075","44.92504372686709","44.92504372686709","44.92504372686709","13075","13075","13075","43.39267181140296","43.39267181140296","43.39267181140296","13075","13075","13075","48.60387346315556","48.60387346315556","48.60387346315556","13075","13075","13075","54.89934600635173","54.89934600635173","54.89934600635173","13075","13075","13075","51.71207636629285","51.71207636629285","51.71207636629285","13075","13075","13075","46.58687076119308","46.58687076119308","46.58687076119308","13075","13075","13075","47.71073605605109","47.71073605605109","47.71073605605109","13075","13075","13075","50.524433454925266","50.524433454925266","50.524433454925266","13075","13075","13075","49.84818283450332","49.84818283450332","49.84818283450332","13075","13075","13075","50.83764871756755","50.83764871756755","50.83764871756755"
"262000","13100","13100","13100","45.40415727320472","45.40415727320472","45.40415727320472","13100","13100","13100","46.16360529489361","46.16360529489361","46.16360529489361","13100","13100","13100","50.53227154021185","50.53227154021185","50.53227154021185","13100","13100","13100","57.23447847359454","57.23447847359454","57.23447847359454","13100","13100","13100","50.89240836508975","50.89240836508975","50.89240836508975","13100","13100","13100","42.51691849037576","42.51691849037576","42.51691849037576","13100","13100","13100","46.97839254049274","46.97839254049274","46.97839254049274","13100","13100","13100","51.248915589281495","51.248915589281495","51.248915589281495","13100","13100","13100","53.81696137205191","53.81696137205191","53.81696137205191","13100","13100","13100","47.72299382849616","47.72299382849616","47.72299382849616"
"262500","13125","13125","13125","46.739197122554394","46.739197122554394","46.739197122554394","13125","13125","13125","51.168070451446326","51.168070451446326","51.168070451446326","13125","13125","13125","52.9825511086606","52.9825511086606","52.9825511086606","13125","13125","13125","53.060265622747465","53.060265622747465","53.060265622747465","13125","13125","13125","51.49281746388543","51.49281746388543","51.49281746388543","13125","13125","13125","44.9223096735865","44.9223096735865","44.9223096735865","13125","13125","13125","48.49765017652232","48.49765017652232","48.49765017652232","13125","13125","13125","53.04131487306761","53.04131487306761","53.04131487306761","13125","13125","13125","53.24751152111084","53.24751152111084","53.24751152111084","13125","13125","13125","45.67452308248721","45.67452308248721","45.67452308248721"
"263000","13150","13150","13150","47.59432068080274","47.59432068080274","47.59432068080274","13150","13150","13150","53.29898808609124","53.29898808609124","53.29898808609124","13150","13150","13150","48.4515586796984","48.4515586796984","48.4515586796984","13150","13150","13150","47.299426316381776","47.299426316381776","47.299426316381776","13150","13150","13150","51.91205044834884","51.91205044834884","51.91205044834884","13150","13150","13150","49.64513971346588","49.64513971346588","49.64513971346588","13150","13150","13150","51.569716792530656","51.569716792530656","51.569716792530656","13150","13150","13150","51.6426751384336","51.6426751384336","51.6426751384336","13150","13150","13150","47.196117384784195","47.196117384784195","47.196117384784195","13150","13150","13150","43.79451360007825","43.79451360007825","43.79451360007825"
