"time_steps","peach-sweep-10 - _step","peach-sweep-10 - _step__MIN","peach-sweep-10 - _step__MAX","peach-sweep-10 - r_mean","peach-sweep-10 - r_mean__MIN","peach-sweep-10 - r_mean__MAX","exalted-sweep-9 - _step","exalted-sweep-9 - _step__MIN","exalted-sweep-9 - _step__MAX","exalted-sweep-9 - r_mean","exalted-sweep-9 - r_mean__MIN","exalted-sweep-9 - r_mean__MAX","balmy-sweep-8 - _step","balmy-sweep-8 - _step__MIN","balmy-sweep-8 - _step__MAX","balmy-sweep-8 - r_mean","balmy-sweep-8 - r_mean__MIN","balmy-sweep-8 - r_mean__MAX","still-sweep-7 - _step","still-sweep-7 - _step__MIN","still-sweep-7 - _step__MAX","still-sweep-7 - r_mean","still-sweep-7 - r_mean__MIN","still-sweep-7 - r_mean__MAX","graceful-sweep-6 - _step","graceful-sweep-6 - _step__MIN","graceful-sweep-6 - _step__MAX","graceful-sweep-6 - r_mean","graceful-sweep-6 - r_mean__MIN","graceful-sweep-6 - r_mean__MAX","lively-sweep-5 - _step","lively-sweep-5 - _step__MIN","lively-sweep-5 - _step__MAX","lively-sweep-5 - r_mean","lively-sweep-5 - r_mean__MIN","lively-sweep-5 - r_mean__MAX","astral-sweep-4 - _step","astral-sweep-4 - _step__MIN","astral-sweep-4 - _step__MAX","astral-sweep-4 - r_mean","astral-sweep-4 - r_mean__MIN","astral-sweep-4 - r_mean__MAX","light-sweep-3 - _step","light-sweep-3 - _step__MIN","light-sweep-3 - _step__MAX","light-sweep-3 - r_mean","light-sweep-3 - r_mean__MIN","light-sweep-3 - r_mean__MAX","eternal-sweep-2 - _step","eternal-sweep-2 - _step__MIN","eternal-sweep-2 - _step__MAX","eternal-sweep-2 - r_mean","eternal-sweep-2 - r_mean__MIN","eternal-sweep-2 - r_mean__MAX","hardy-sweep-1 - _step","hardy-sweep-1 - _step__MIN","hardy-sweep-1 - _step__MAX","hardy-sweep-1 - r_mean","hardy-sweep-1 - r_mean__MIN","hardy-sweep-1 - r_mean__MAX"
"236000","11800","11800","11800","47.22214301252335","47.22214301252335","47.22214301252335","11800","11800","11800","53.879864786556375","53.879864786556375","53.879864786556375","11800","11800","11800","46.75963435120877","46.75963435120877","46.75963435120877","11800","11800","11800","48.54997524093996","48.54997524093996","48.54997524093996","11800","11800","11800","55.56475961888122","55.56475961888122","55.56475961888122","11800","11800","11800","53.027197239114365","53.027197239114365","53.027197239114365","11800","11800","11800","52.546194123220246","52.546194123220246","52.546194123220246","11800","11800","11800","53.43389114310831","53.43389114310831","53.43389114310831","11800","11800","11800","48.169637062732136","48.169637062732136","48.169637062732136","11800","11800","11800","48.177220487750134","48.177220487750134","48.177220487750134"
"236500","11825","11825","11825","45.46691220138562","45.46691220138562","45.46691220138562","11825","11825","11825","52.82851520556118","52.82851520556118","52.82851520556118","11825","11825","11825","44.35197964271265","44.35197964271265","44.35197964271265","11825","11825","11825","51.74986237182251","51.74986237182251","51.74986237182251","11825","11825","11825","49.919710830985615","49.919710830985615","49.919710830985615","11825","11825","11825","47.946330918552455","47.946330918552455","47.946330918552455","11825","11825","11825","49.15651752526358","49.15651752526358","49.15651752526358","11825","11825","11825","50.579211526347464","50.579211526347464","50.579211526347464","11825","11825","11825","49.71722693417473","49.71722693417473","49.71722693417473","11825","11825","11825","51.21435813090689","51.21435813090689","51.21435813090689"
"237000","11850","11850","11850","44.518945841809575","44.518945841809575","44.518945841809575","11850","11850","11850","50.32335081297131","50.32335081297131","50.32335081297131","11850","11850","11850","46.76887994613568","46.76887994613568","46.76887994613568","11850","11850","11850","50.59495508650872","50.59495508650872","50.59495508650872","11850","11850","11850","49.59923967855086","49.59923967855086","49.59923967855086","11850","11850","11850","50.68259549983526","50.68259549983526","50.68259549983526","11850","11850","11850","51.23917216208403","51.23917216208403","51.23917216208403","11850","11850","11850","43.92722004982119","43.92722004982119","43.92722004982119","11850","11850","11850","49.93303566289156","49.93303566289156","49.93303566289156","11850","11850","11850","51.98487240199543","51.98487240199543","51.98487240199543"
"237500","11875","11875","11875","47.72312074703375","47.72312074703375","47.72312074703375","11875","11875","11875","47.28382772919082","47.28382772919082","47.28382772919082","11875","11875","11875","51.49696365397342","51.49696365397342","51.49696365397342","11875","11875","11875","51.24371217461209","51.24371217461209","51.24371217461209","11875","11875","11875","47.86845013598434","47.86845013598434","47.86845013598434","11875","11875","11875","47.780398905154144","47.780398905154144","47.780398905154144","11875","11875","11875","50.28920621029676","50.28920621029676","50.28920621029676","11875","11875","11875","49.355760809882696","49.355760809882696","49.355760809882696","11875","11875","11875","44.95455737356329","44.95455737356329","44.95455737356329","11875","11875","11875","49.32598555539582","49.32598555539582","49.32598555539582"
"238000","11900","11900","11900","54.60259500514105","54.60259500514105","54.60259500514105","11900","11900","11900","50.87066584758947","50.87066584758947","50.87066584758947","11900","11900","11900","50.46200906100019","50.46200906100019","50.46200906100019","11900","11900","11900","50.170678364993854","50.170678364993854","50.170678364993854","11900","11900","11900","44.98793426753982","44.98793426753982","44.98793426753982","11900","11900","11900","44.510954249210535","44.510954249210535","44.510954249210535","11900","11900","11900","50.35255087549703","50.35255087549703","50.35255087549703","11900","11900","11900","47.38400729756524","47.38400729756524","47.38400729756524","11900","11900","11900","45.39314004061678","45.39314004061678","45.39314004061678","11900","11900","11900","47.02932219212893","47.02932219212893","47.02932219212893"
"238500","11925","11925","11925","52.76193816604083","52.76193816604083","52.76193816604083","11925","11925","11925","50.49837171496486","50.49837171496486","50.49837171496486","11925","11925","11925","50.73353233762045","50.73353233762045","50.73353233762045","11925","11925","11925","48.887652566621355","48.887652566621355","48.887652566621355","11925","11925","11925","47.28267861326578","47.28267861326578","47.28267861326578","11925","11925","11925","47.265097561745705","47.265097561745705","47.265097561745705","11925","11925","11925","52.37702456015811","52.37702456015811","52.37702456015811","11925","11925","11925","45.57761151128359","45.57761151128359","45.57761151128359","11925","11925","11925","46.22751847706102","46.22751847706102","46.22751847706102","11925","11925","11925","46.134259592243424","46.134259592243424","46.134259592243424"
"239000","11950","11950","11950","50.430115118641254","50.430115118641254","50.430115118641254","11950","11950","11950","55.41474558739164","55.41474558739164","55.41474558739164","11950","11950","11950","49.45068659764558","49.45068659764558","49.45068659764558","11950","11950","11950","52.07038761823163","52.07038761823163","52.07038761823163","11950","11950","11950","48.091493628830946","48.091493628830946","48.091493628830946","11950","11950","11950","46.713967184110714","46.713967184110714","46.713967184110714","11950","11950","11950","50.45671788221979","50.45671788221979","50.45671788221979","11950","11950","11950","46.101251499608225","46.101251499608225","46.101251499608225","11950","11950","11950","47.041589410561556","47.041589410561556","47.041589410561556","11950","11950","11950","46.397988395907284","46.397988395907284","46.397988395907284"
"239500","11975","11975","11975","53.90317178889915","53.90317178889915","53.90317178889915","11975","11975","11975","52.53466569813891","52.53466569813891","52.53466569813891","11975","11975","11975","45.1709478412815","45.1709478412815","45.1709478412815","11975","11975","11975","49.41828703822716","49.41828703822716","49.41828703822716","11975","11975","11975","44.67712374032852","44.67712374032852","44.67712374032852","11975","11975","11975","52.33740712396214","52.33740712396214","52.33740712396214","11975","11975","11975","46.442052555541885","46.442052555541885","46.442052555541885","11975","11975","11975","49.81521855199101","49.81521855199101","49.81521855199101","11975","11975","11975","47.50383551041491","47.50383551041491","47.50383551041491","11975","11975","11975","50.136172877913374","50.136172877913374","50.136172877913374"
"240500","12025","12025","12025","54.83766333341492","54.83766333341492","54.83766333341492","12025","12025","12025","49.69867455805132","49.69867455805132","49.69867455805132","12025","12025","12025","45.538543106048394","45.538543106048394","45.538543106048394","12025","12025","12025","50.71315710546289","50.71315710546289","50.71315710546289","12025","12025","12025","46.46049994843985","46.46049994843985","46.46049994843985","12025","12025","12025","47.73973588509499","47.73973588509499","47.73973588509499","12025","12025","12025","49.40306799501425","49.40306799501425","49.40306799501425","12025","12025","12025","46.73557466016587","46.73557466016587","46.73557466016587","12025","12025","12025","52.44269225509297","52.44269225509297","52.44269225509297","12025","12025","12025","53.83501726235884","53.83501726235884","53.83501726235884"
"241000","12050","12050","12050","52.449863538923","52.449863538923","52.449863538923","12050","12050","12050","51.30340177896375","51.30340177896375","51.30340177896375","12050","12050","12050","47.18661738905592","47.18661738905592","47.18661738905592","12050","12050","12050","54.86768079035055","54.86768079035055","54.86768079035055","12050","12050","12050","45.04333109220701","45.04333109220701","45.04333109220701","12050","12050","12050","48.68505877334556","48.68505877334556","48.68505877334556","12050","12050","12050","47.79039403981592","47.79039403981592","47.79039403981592","12050","12050","12050","45.74341585035118","45.74341585035118","45.74341585035118","12050","12050","12050","58.091523787506695","58.091523787506695","58.091523787506695","12050","12050","12050","47.035612468328274","47.035612468328274","47.035612468328274"
"241500","12075","12075","12075","51.250045739042164","51.250045739042164","51.250045739042164","12075","12075","12075","52.7282753260116","52.7282753260116","52.7282753260116","12075","12075","12075","52.4020888816827","52.4020888816827","52.4020888816827","12075","12075","12075","53.59616050743349","53.59616050743349","53.59616050743349","12075","12075","12075","49.76483000292902","49.76483000292902","49.76483000292902","12075","12075","12075","50.497284416890935","50.497284416890935","50.497284416890935","12075","12075","12075","45.38233502493345","45.38233502493345","45.38233502493345","12075","12075","12075","48.99515594737864","48.99515594737864","48.99515594737864","12075","12075","12075","59.00550452401446","59.00550452401446","59.00550452401446","12075","12075","12075","46.919588209376116","46.919588209376116","46.919588209376116"
"242000","12100","12100","12100","52.864017332026435","52.864017332026435","52.864017332026435","12100","12100","12100","49.174321786190994","49.174321786190994","49.174321786190994","12100","12100","12100","57.8921450886643","57.8921450886643","57.8921450886643","12100","12100","12100","50.96295080286265","50.96295080286265","50.96295080286265","12100","12100","12100","56.80080035323511","56.80080035323511","56.80080035323511","12100","12100","12100","50.42451025343437","50.42451025343437","50.42451025343437","12100","12100","12100","46.89920407685496","46.89920407685496","46.89920407685496","12100","12100","12100","54.08666456888052","54.08666456888052","54.08666456888052","12100","12100","12100","54.4702732909627","54.4702732909627","54.4702732909627","12100","12100","12100","51.99998086353478","51.99998086353478","51.99998086353478"
"242500","12125","12125","12125","51.4348751348034","51.4348751348034","51.4348751348034","12125","12125","12125","47.61296820215615","47.61296820215615","47.61296820215615","12125","12125","12125","55.15715368059633","55.15715368059633","55.15715368059633","12125","12125","12125","51.45207411819033","51.45207411819033","51.45207411819033","12125","12125","12125","59.92767894321306","59.92767894321306","59.92767894321306","12125","12125","12125","45.57897287229885","45.57897287229885","45.57897287229885","12125","12125","12125","50.31071827710982","50.31071827710982","50.31071827710982","12125","12125","12125","52.47878808858956","52.47878808858956","52.47878808858956","12125","12125","12125","55.35523489855801","55.35523489855801","55.35523489855801","12125","12125","12125","53.304275874409974","53.304275874409974","53.304275874409974"
"243000","12150","12150","12150","53.468142771765514","53.468142771765514","53.468142771765514","12150","12150","12150","49.50834600543416","49.50834600543416","49.50834600543416","12150","12150","12150","46.47841821013276","46.47841821013276","46.47841821013276","12150","12150","12150","49.10001043047672","49.10001043047672","49.10001043047672","12150","12150","12150","51.111226353698264","51.111226353698264","51.111226353698264","12150","12150","12150","48.0134723768167","48.0134723768167","48.0134723768167","12150","12150","12150","50.213742581276136","50.213742581276136","50.213742581276136","12150","12150","12150","45.30192135653393","45.30192135653393","45.30192135653393","12150","12150","12150","47.506836829588394","47.506836829588394","47.506836829588394","12150","12150","12150","51.39732336921182","51.39732336921182","51.39732336921182"
"243500","12175","12175","12175","51.56368326279571","51.56368326279571","51.56368326279571","12175","12175","12175","51.49263260316333","51.49263260316333","51.49263260316333","12175","12175","12175","45.48067641951873","45.48067641951873","45.48067641951873","12175","12175","12175","49.3802953589058","49.3802953589058","49.3802953589058","12175","12175","12175","45.05233796419182","45.05233796419182","45.05233796419182","12175","12175","12175","51.204981682718014","51.204981682718014","51.204981682718014","12175","12175","12175","54.61558627093727","54.61558627093727","54.61558627093727","12175","12175","12175","44.90723209142838","44.90723209142838","44.90723209142838","12175","12175","12175","49.286539591412726","49.286539591412726","49.286539591412726","12175","12175","12175","50.287432890868374","50.287432890868374","50.287432890868374"
"244000","12200","12200","12200","46.59208737596427","46.59208737596427","46.59208737596427","12200","12200","12200","52.177378023690544","52.177378023690544","52.177378023690544","12200","12200","12200","47.666819866496006","47.666819866496006","47.666819866496006","12200","12200","12200","50.43731041878244","50.43731041878244","50.43731041878244","12200","12200","12200","44.326085924002","44.326085924002","44.326085924002","12200","12200","12200","50.447381732705416","50.447381732705416","50.447381732705416","12200","12200","12200","54.3708728800031","54.3708728800031","54.3708728800031","12200","12200","12200","52.01100109575058","52.01100109575058","52.01100109575058","12200","12200","12200","47.792921551749785","47.792921551749785","47.792921551749785","12200","12200","12200","47.84739064744946","47.84739064744946","47.84739064744946"
"244500","12225","12225","12225","44.459755065865245","44.459755065865245","44.459755065865245","12225","12225","12225","48.916977683303934","48.916977683303934","48.916977683303934","12225","12225","12225","47.128172616212254","47.128172616212254","47.128172616212254","12225","12225","12225","52.87543424052003","52.87543424052003","52.87543424052003","12225","12225","12225","47.27094254001555","47.27094254001555","47.27094254001555","12225","12225","12225","57.59678296139525","57.59678296139525","57.59678296139525","12225","12225","12225","52.54485129673983","52.54485129673983","52.54485129673983","12225","12225","12225","49.912617370576356","49.912617370576356","49.912617370576356","12225","12225","12225","52.204059432323426","52.204059432323426","52.204059432323426","12225","12225","12225","48.86736888950105","48.86736888950105","48.86736888950105"
"245000","12250","12250","12250","46.2852510046462","46.2852510046462","46.2852510046462","12250","12250","12250","53.622161709928534","53.622161709928534","53.622161709928534","12250","12250","12250","44.29062468305109","44.29062468305109","44.29062468305109","12250","12250","12250","54.07494095103177","54.07494095103177","54.07494095103177","12250","12250","12250","47.90347839465747","47.90347839465747","47.90347839465747","12250","12250","12250","56.130742902293974","56.130742902293974","56.130742902293974","12250","12250","12250","48.11804691830363","48.11804691830363","48.11804691830363","12250","12250","12250","50.32996289678524","50.32996289678524","50.32996289678524","12250","12250","12250","53.13259588734345","53.13259588734345","53.13259588734345","12250","12250","12250","48.47934058709835","48.47934058709835","48.47934058709835"
"245500","12275","12275","12275","45.36304816547606","45.36304816547606","45.36304816547606","12275","12275","12275","52.43433806569309","52.43433806569309","52.43433806569309","12275","12275","12275","50.2305467782604","50.2305467782604","50.2305467782604","12275","12275","12275","47.71396133481781","47.71396133481781","47.71396133481781","12275","12275","12275","47.657206714924925","47.657206714924925","47.657206714924925","12275","12275","12275","52.505628290965426","52.505628290965426","52.505628290965426","12275","12275","12275","48.56379478722932","48.56379478722932","48.56379478722932","12275","12275","12275","52.80920977363631","52.80920977363631","52.80920977363631","12275","12275","12275","50.9762072448348","50.9762072448348","50.9762072448348","12275","12275","12275","54.60851482190956","54.60851482190956","54.60851482190956"
"246000","12300","12300","12300","49.928524758450976","49.928524758450976","49.928524758450976","12300","12300","12300","48.81451264944524","48.81451264944524","48.81451264944524","12300","12300","12300","53.79161581907621","53.79161581907621","53.79161581907621","12300","12300","12300","48.60851397451052","48.60851397451052","48.60851397451052","12300","12300","12300","48.52154646412239","48.52154646412239","48.52154646412239","12300","12300","12300","51.21072937289884","51.21072937289884","51.21072937289884","12300","12300","12300","47.70356405477518","47.70356405477518","47.70356405477518","12300","12300","12300","49.4239810394495","49.4239810394495","49.4239810394495","12300","12300","12300","50.739892779860384","50.739892779860384","50.739892779860384","12300","12300","12300","54.90692909609636","54.90692909609636","54.90692909609636"
"246500","12325","12325","12325","55.0816102045385","55.0816102045385","55.0816102045385","12325","12325","12325","50.64358819571567","50.64358819571567","50.64358819571567","12325","12325","12325","53.157127221404814","53.157127221404814","53.157127221404814","12325","12325","12325","53.13217604629804","53.13217604629804","53.13217604629804","12325","12325","12325","50.66153239671462","50.66153239671462","50.66153239671462","12325","12325","12325","53.04510481772153","53.04510481772153","53.04510481772153","12325","12325","12325","48.85895489023985","48.85895489023985","48.85895489023985","12325","12325","12325","49.283683280388026","49.283683280388026","49.283683280388026","12325","12325","12325","49.39565595886281","49.39565595886281","49.39565595886281","12325","12325","12325","57.11027168487635","57.11027168487635","57.11027168487635"
"247000","12350","12350","12350","57.41361190561033","57.41361190561033","57.41361190561033","12350","12350","12350","53.31066678483825","53.31066678483825","53.31066678483825","12350","12350","12350","48.961496812172754","48.961496812172754","48.961496812172754","12350","12350","12350","56.72517477094208","56.72517477094208","56.72517477094208","12350","12350","12350","52.318620308474046","52.318620308474046","52.318620308474046","12350","12350","12350","51.214156613043016","51.214156613043016","51.214156613043016","12350","12350","12350","54.47360809927642","54.47360809927642","54.47360809927642","12350","12350","12350","53.37620922524173","53.37620922524173","53.37620922524173","12350","12350","12350","45.148902374792634","45.148902374792634","45.148902374792634","12350","12350","12350","55.95983390736441","55.95983390736441","55.95983390736441"
"247500","12375","12375","12375","50.47825671839101","50.47825671839101","50.47825671839101","12375","12375","12375","53.44826129367025","53.44826129367025","53.44826129367025","12375","12375","12375","49.24885826914755","49.24885826914755","49.24885826914755","12375","12375","12375","54.21807051264642","54.21807051264642","54.21807051264642","12375","12375","12375","55.336359294764705","55.336359294764705","55.336359294764705","12375","12375","12375","53.108370332774996","53.108370332774996","53.108370332774996","12375","12375","12375","59.64149071285041","59.64149071285041","59.64149071285041","12375","12375","12375","53.46004776293475","53.46004776293475","53.46004776293475","12375","12375","12375","46.241229300637904","46.241229300637904","46.241229300637904","12375","12375","12375","52.55741251568451","52.55741251568451","52.55741251568451"
"248000","12400","12400","12400","47.56857161467224","47.56857161467224","47.56857161467224","12400","12400","12400","50.921930708909066","50.921930708909066","50.921930708909066","12400","12400","12400","54.72569429699707","54.72569429699707","54.72569429699707","12400","12400","12400","49.50292197494296","49.50292197494296","49.50292197494296","12400","12400","12400","53.82647105476909","53.82647105476909","53.82647105476909","12400","12400","12400","54.42198184618047","54.42198184618047","54.42198184618047","12400","12400","12400","58.34986975862722","58.34986975862722","58.34986975862722","12400","12400","12400","55.29804465544984","55.29804465544984","55.29804465544984","12400","12400","12400","49.24747013179961","49.24747013179961","49.24747013179961","12400","12400","12400","51.6819439016034","51.6819439016034","51.6819439016034"
"248500","12425","12425","12425","47.7060229904482","47.7060229904482","47.7060229904482","12425","12425","12425","44.94756698592274","44.94756698592274","44.94756698592274","12425","12425","12425","51.58481418648119","51.58481418648119","51.58481418648119","12425","12425","12425","51.77504558602433","51.77504558602433","51.77504558602433","12425","12425","12425","53.53647371877824","53.53647371877824","53.53647371877824","12425","12425","12425","56.03787755949682","56.03787755949682","56.03787755949682","12425","12425","12425","52.7675932719762","52.7675932719762","52.7675932719762","12425","12425","12425","57.22350403087096","57.22350403087096","57.22350403087096","12425","12425","12425","49.10941288606579","49.10941288606579","49.10941288606579","12425","12425","12425","53.4989576547907","53.4989576547907","53.4989576547907"
"249000","12450","12450","12450","49.07541548925796","49.07541548925796","49.07541548925796","12450","12450","12450","46.020311112501446","46.020311112501446","46.020311112501446","12450","12450","12450","48.02684621785232","48.02684621785232","48.02684621785232","12450","12450","12450","54.19813286267126","54.19813286267126","54.19813286267126","12450","12450","12450","46.91732685972166","46.91732685972166","46.91732685972166","12450","12450","12450","50.9009015026224","50.9009015026224","50.9009015026224","12450","12450","12450","53.20101662085705","53.20101662085705","53.20101662085705","12450","12450","12450","57.9123408740114","57.9123408740114","57.9123408740114","12450","12450","12450","48.30525848539874","48.30525848539874","48.30525848539874","12450","12450","12450","52.74092770281058","52.74092770281058","52.74092770281058"
"249500","12475","12475","12475","46.83881849111691","46.83881849111691","46.83881849111691","12475","12475","12475","46.62709462802899","46.62709462802899","46.62709462802899","12475","12475","12475","49.961469235742406","49.961469235742406","49.961469235742406","12475","12475","12475","52.609247861805756","52.609247861805756","52.609247861805756","12475","12475","12475","45.94034847712874","45.94034847712874","45.94034847712874","12475","12475","12475","44.83680952843668","44.83680952843668","44.83680952843668","12475","12475","12475","50.04926943718088","50.04926943718088","50.04926943718088","12475","12475","12475","49.82736539147952","49.82736539147952","49.82736539147952","12475","12475","12475","47.377461140126144","47.377461140126144","47.377461140126144","12475","12475","12475","52.88416922852291","52.88416922852291","52.88416922852291"
"250000","12500","12500","12500","48.662255429925246","48.662255429925246","48.662255429925246","12500","12500","12500","52.02283719033965","52.02283719033965","52.02283719033965","12500","12500","12500","52.57693085248721","52.57693085248721","52.57693085248721","12500","12500","12500","50.353701553161294","50.353701553161294","50.353701553161294","12500","12500","12500","47.391369725619626","47.391369725619626","47.391369725619626","12500","12500","12500","47.648404281475685","47.648404281475685","47.648404281475685","12500","12500","12500","47.391103980512305","47.391103980512305","47.391103980512305","12500","12500","12500","51.24317048963317","51.24317048963317","51.24317048963317","12500","12500","12500","47.86213299444987","47.86213299444987","47.86213299444987","12500","12500","12500","51.54560972962482","51.54560972962482","51.54560972962482"
"250500","12525","12525","12525","51.66670308932843","51.66670308932843","51.66670308932843","12525","12525","12525","54.924452201505034","54.924452201505034","54.924452201505034","12525","12525","12525","50.2501042284932","50.2501042284932","50.2501042284932","12525","12525","12525","55.84735645128754","55.84735645128754","55.84735645128754","12525","12525","12525","52.202318216913355","52.202318216913355","52.202318216913355","12525","12525","12525","52.1764255851853","52.1764255851853","52.1764255851853","12525","12525","12525","47.97075925280654","47.97075925280654","47.97075925280654","12525","12525","12525","49.67568185924659","49.67568185924659","49.67568185924659","12525","12525","12525","50.56320028616332","50.56320028616332","50.56320028616332","12525","12525","12525","46.88423798102807","46.88423798102807","46.88423798102807"
"251000","12550","12550","12550","47.3569573380143","47.3569573380143","47.3569573380143","12550","12550","12550","52.50248282544414","52.50248282544414","52.50248282544414","12550","12550","12550","49.546343746416824","49.546343746416824","49.546343746416824","12550","12550","12550","56.10408805316367","56.10408805316367","56.10408805316367","12550","12550","12550","55.860533567952395","55.860533567952395","55.860533567952395","12550","12550","12550","51.095671516424865","51.095671516424865","51.095671516424865","12550","12550","12550","48.46648156400921","48.46648156400921","48.46648156400921","12550","12550","12550","51.554777063284625","51.554777063284625","51.554777063284625","12550","12550","12550","49.06221809393194","49.06221809393194","49.06221809393194","12550","12550","12550","49.306814175601865","49.306814175601865","49.306814175601865"
"251500","12575","12575","12575","47.02043951360915","47.02043951360915","47.02043951360915","12575","12575","12575","49.123262296042014","49.123262296042014","49.123262296042014","12575","12575","12575","48.611947749426534","48.611947749426534","48.611947749426534","12575","12575","12575","54.15231364545928","54.15231364545928","54.15231364545928","12575","12575","12575","54.390010037069324","54.390010037069324","54.390010037069324","12575","12575","12575","49.38034038848543","49.38034038848543","49.38034038848543","12575","12575","12575","45.4939239563036","45.4939239563036","45.4939239563036","12575","12575","12575","49.18207800748736","49.18207800748736","49.18207800748736","12575","12575","12575","52.446654362768896","52.446654362768896","52.446654362768896","12575","12575","12575","51.25994983884148","51.25994983884148","51.25994983884148"
"252000","12600","12600","12600","47.59248811744699","47.59248811744699","47.59248811744699","12600","12600","12600","51.08306478133736","51.08306478133736","51.08306478133736","12600","12600","12600","49.53491458736139","49.53491458736139","49.53491458736139","12600","12600","12600","51.22011318618495","51.22011318618495","51.22011318618495","12600","12600","12600","51.92725980969151","51.92725980969151","51.92725980969151","12600","12600","12600","49.259085727786434","49.259085727786434","49.259085727786434","12600","12600","12600","49.52315953191068","49.52315953191068","49.52315953191068","12600","12600","12600","44.69159971853661","44.69159971853661","44.69159971853661","12600","12600","12600","51.338120598521385","51.338120598521385","51.338120598521385","12600","12600","12600","49.57837657383864","49.57837657383864","49.57837657383864"
"252500","12625","12625","12625","47.258736406432675","47.258736406432675","47.258736406432675","12625","12625","12625","55.158323898753295","55.158323898753295","55.158323898753295","12625","12625","12625","46.70355520098977","46.70355520098977","46.70355520098977","12625","12625","12625","48.25343812941209","48.25343812941209","48.25343812941209","12625","12625","12625","48.854834710148346","48.854834710148346","48.854834710148346","12625","12625","12625","42.27414320246852","42.27414320246852","42.27414320246852","12625","12625","12625","49.54877964663117","49.54877964663117","49.54877964663117","12625","12625","12625","45.51252728436946","45.51252728436946","45.51252728436946","12625","12625","12625","46.077995244808754","46.077995244808754","46.077995244808754","12625","12625","12625","50.57281161665184","50.57281161665184","50.57281161665184"
"253000","12650","12650","12650","48.99506908240204","48.99506908240204","48.99506908240204","12650","12650","12650","55.8026732222788","55.8026732222788","55.8026732222788","12650","12650","12650","46.50285034647338","46.50285034647338","46.50285034647338","12650","12650","12650","47.19666858473696","47.19666858473696","47.19666858473696","12650","12650","12650","49.31431382954579","49.31431382954579","49.31431382954579","12650","12650","12650","44.79773191369156","44.79773191369156","44.79773191369156","12650","12650","12650","46.717046492891825","46.717046492891825","46.717046492891825","12650","12650","12650","46.948249503903845","46.948249503903845","46.948249503903845","12650","12650","12650","44.708811505279655","44.708811505279655","44.708811505279655","12650","12650","12650","52.74602417768406","52.74602417768406","52.74602417768406"
"253500","12675","12675","12675","47.62191970184459","47.62191970184459","47.62191970184459","12675","12675","12675","55.60902885625673","55.60902885625673","55.60902885625673","12675","12675","12675","48.82111222858748","48.82111222858748","48.82111222858748","12675","12675","12675","47.59833034978046","47.59833034978046","47.59833034978046","12675","12675","12675","48.24924941845796","48.24924941845796","48.24924941845796","12675","12675","12675","48.163669082916684","48.163669082916684","48.163669082916684","12675","12675","12675","50.503418195562205","50.503418195562205","50.503418195562205","12675","12675","12675","44.872815928805814","44.872815928805814","44.872815928805814","12675","12675","12675","45.82171496592765","45.82171496592765","45.82171496592765","12675","12675","12675","52.72262319562091","52.72262319562091","52.72262319562091"
"254000","12700","12700","12700","45.619245530177885","45.619245530177885","45.619245530177885","12700","12700","12700","51.33404892725025","51.33404892725025","51.33404892725025","12700","12700","12700","49.077641944516785","49.077641944516785","49.077641944516785","12700","12700","12700","52.22699261395492","52.22699261395492","52.22699261395492","12700","12700","12700","46.3671286865372","46.3671286865372","46.3671286865372","12700","12700","12700","48.13571094061976","48.13571094061976","48.13571094061976","12700","12700","12700","53.07863206088824","53.07863206088824","53.07863206088824","12700","12700","12700","45.30635227665542","45.30635227665542","45.30635227665542","12700","12700","12700","49.16915886419136","49.16915886419136","49.16915886419136","12700","12700","12700","48.67680250549829","48.67680250549829","48.67680250549829"
"254500","12725","12725","12725","50.6667827474895","50.6667827474895","50.6667827474895","12725","12725","12725","49.48296650760688","49.48296650760688","49.48296650760688","12725","12725","12725","45.512213805996204","45.512213805996204","45.512213805996204","12725","12725","12725","53.91390285239625","53.91390285239625","53.91390285239625","12725","12725","12725","46.32744882280944","46.32744882280944","46.32744882280944","12725","12725","12725","47.191150209129745","47.191150209129745","47.191150209129745","12725","12725","12725","47.08572952637558","47.08572952637558","47.08572952637558","12725","12725","12725","47.42941610064294","47.42941610064294","47.42941610064294","12725","12725","12725","52.20477949324333","52.20477949324333","52.20477949324333","12725","12725","12725","47.97756666918054","47.97756666918054","47.97756666918054"
"255000","12750","12750","12750","50.33931225852206","50.33931225852206","50.33931225852206","12750","12750","12750","50.29075371279838","50.29075371279838","50.29075371279838","12750","12750","12750","48.62487367946649","48.62487367946649","48.62487367946649","12750","12750","12750","50.30563513976077","50.30563513976077","50.30563513976077","12750","12750","12750","46.21240130794022","46.21240130794022","46.21240130794022","12750","12750","12750","49.47166607606397","49.47166607606397","49.47166607606397","12750","12750","12750","44.534102873574774","44.534102873574774","44.534102873574774","12750","12750","12750","46.1996284984444","46.1996284984444","46.1996284984444","12750","12750","12750","50.79293149227357","50.79293149227357","50.79293149227357","12750","12750","12750","46.68902109666009","46.68902109666009","46.68902109666009"
